번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
3884,인천광역시 미추홀구청,인천광역시 미추홀구인하로236번길 30-20,인천광역시 미추홀구주안3동 849-76,생활방범,1,200,,30,2019-09,032-880-8743,37.447,126.674,2024-08-01
3885,인천광역시 미추홀구청,인천광역시 미추홀구한나루로490번길 46,인천광역시 미추홀구주안3동 754-2,생활방범,1,200,,30,2019-09,032-880-8743,37.4505,126.671,2024-08-01
3886,인천광역시 미추홀구청,인천광역시 미추홀구신기길72번길 27,인천광역시 미추홀구주안3동 1344-65,생활방범,1,200,,30,2019-12,032-880-8743,37.4448,126.676,2024-08-01
3887,인천광역시 미추홀구청,인천광역시 미추홀구인하로217번길 6,인천광역시 미추홀구주안3동 1418-102,생활방범,1,200,,30,2019-12,032-880-8743,37.4489,126.673,2024-08-01
3888,인천광역시 미추홀구청,인천광역시 미추홀구신기길 52-1,인천광역시 미추홀구주안7동 1343-44,생활방범,1,200,,30,2019-09,032-880-8743,37.4458,126.677,2024-08-01
3889,인천광역시 미추홀구청,인천광역시 미추홀구신기길 52-1,인천광역시 미추홀구주안7동 1343-44,생활방범,1,200,,30,2022-01,032-880-8743,37.4458,126.677,2024-08-01
3890,인천광역시 미추홀구청,인천광역시 미추홀구신기길 52-1,인천광역시 미추홀구주안7동 1343-44,생활방범,1,200,,30,2022-01,032-880-8743,37.4458,126.677,2024-08-01
3891,인천광역시 미추홀구청,인천광역시 미추홀구신기길 52-1,인천광역시 미추홀구주안7동 1343-44,생활방범,1,200,,30,2022-01,032-880-8743,37.4458,126.677,2024-08-01
3892,인천광역시 미추홀구청,인천광역시 미추홀구주승로69번길 22-15,인천광역시 미추홀구주안7동 1342-181,생활방범,1,200,,30,2019-12,032-880-8743,37.4455,126.679,2024-08-01
3893,인천광역시 미추홀구청,인천광역시 미추홀구신기길16번길 23-21,인천광역시 미추홀구주안7동 1333-15,생활방범,1,200,,30,2019-01,032-880-8743,37.4469,126.676,2024-08-01
3894,인천광역시 미추홀구청,인천광역시 미추홀구승학길 106,인천광역시 미추홀구주안7동 1285-19,생활방범,1,200,,30,2020-06,032-880-8743,37.4441,126.68,2024-08-01
3895,인천광역시 미추홀구청,인천광역시 미추홀구승학길 106,인천광역시 미추홀구주안7동 1285-19,생활방범,1,200,,30,2020-06,032-880-8743,37.4441,126.68,2024-08-01
3896,인천광역시 미추홀구청,인천광역시 미추홀구인하로236번길 41-2,인천광역시 미추홀구주안7동 855-22,생활방범,1,200,,30,2020-12,032-880-8743,37.4464,126.675,2024-08-01
3897,인천광역시 미추홀구청,인천광역시 미추홀구인하로236번길 41-2,인천광역시 미추홀구주안7동 855-22,생활방범,1,200,,30,2020-12,032-880-8743,37.4464,126.675,2024-08-01
3898,인천광역시 미추홀구청,인천광역시 미추홀구주승로69번길 10,인천광역시 미추홀구주안7동 1354-19,생활방범,1,200,,30,2020-12,032-880-8743,37.4449,126.678,2024-08-01
3899,인천광역시 미추홀구청,인천광역시 미추홀구주승로96번길 6-13,인천광역시 미추홀구주안7동 1285-20,생활방범,1,200,,30,2021-09,032-880-8743,37.4446,126.681,2024-08-01
3900,인천광역시 미추홀구청,인천광역시 미추홀구주승로96번길 6-13,인천광역시 미추홀구주안7동 1285-20,생활방범,1,200,,30,2021-09,032-880-8743,37.4446,126.681,2024-08-01
3901,인천광역시 미추홀구청,인천광역시 미추홀구주승로96번길 6-13,인천광역시 미추홀구주안7동 1285-20,생활방범,1,200,,30,2021-09,032-880-8743,37.4446,126.681,2024-08-01
3902,인천광역시 미추홀구청,인천광역시 미추홀구인하로257번길 31,인천광역시 미추홀구주안7동 1440-3,생활방범,1,200,,30,2022-04,032-880-8743,37.45,126.677,2024-08-01
3903,인천광역시 미추홀구청,인천광역시 미추홀구인하로257번길 31,인천광역시 미추홀구주안7동 1440-3,생활방범,1,200,,30,2022-04,032-880-8743,37.45,126.677,2024-08-01
3904,인천광역시 미추홀구청,인천광역시 미추홀구인하로257번길 31,인천광역시 미추홀구주안7동 1440-3,생활방범,1,200,,30,2022-04,032-880-8743,37.45,126.677,2024-08-01
3905,인천광역시 미추홀구청,인천광역시 미추홀구신기길58번길 34,인천광역시 미추홀구주안7동 857-36,생활방범,1,200,,30,2022-04,032-880-8743,37.4456,126.675,2024-08-01
3906,인천광역시 미추홀구청,인천광역시 미추홀구 인하로257번길 21,인천광역시 미추홀구주안7동 1439-31,생활방범,1,200,,30,2022-01,032-880-8743,37.4494,126.677,2024-08-01
3907,인천광역시 미추홀구청,인천광역시 미추홀구 인하로257번길 21,인천광역시 미추홀구주안7동 1439-31,생활방범,1,200,,30,2022-01,032-880-8743,37.4494,126.677,2024-08-01
3908,인천광역시 미추홀구청,인천광역시 미추홀구 인하로257번길 21,인천광역시 미추홀구주안7동 1439-31,생활방범,1,200,,30,2022-01,032-880-8743,37.4494,126.677,2024-08-01
3909,인천광역시 미추홀구청,인천광역시 미추홀구인하로248번길 35-32,인천광역시 미추홀구주안7동 1338-13,생활방범,1,200,,30,2023-06,032-880-8743,37.4464,126.676,2024-08-01
3910,인천광역시 미추홀구청,인천광역시 미추홀구수봉북로 40,인천광역시 미추홀구도화1동 산50-1,생활방범,1,500,,30,2024-06,032-880-8743,37.4619,126.665,2024-08-01
3911,인천광역시 미추홀구청,인천광역시 미추홀구수봉북로 35-44,인천광역시 미추홀구도화1동 597-204,생활방범,1,200,,30,2024-06,032-880-8743,37.4632,126.665,2024-08-01
3912,인천광역시 미추홀구청,인천광역시 미추홀구수봉북로 35-44,인천광역시 미추홀구도화1동 597-204,생활방범,1,130,,30,2014-01,032-880-8743,37.4628,126.664,2024-08-01
3913,인천광역시 미추홀구청,인천광역시 미추홀구주안로50번길 30,인천광역시 미추홀구도화1동 409-3,어린이보호,1,130,,30,2014-01,032-880-8743,37.4629,126.675,2024-08-01
3914,인천광역시 미추홀구청,,인천광역시 미추홀구도화1동 산66-6,생활방범,1,130,,30,2015-02,032-880-8743,37.4613,126.667,2024-08-01
3915,인천광역시 미추홀구청,인천광역시 미추홀구경인로268번길 54-1,인천광역시 미추홀구도화1동 523-57,생활방범,1,200,,30,2024-06,032-880-8743,37.461,126.668,2024-08-01
3916,인천광역시 미추홀구청,,인천광역시 미추홀구도화1동 산66-6,생활방범,1,200,,30,2024-06,032-880-8743,37.4614,126.668,2024-08-01
3917,인천광역시 미추홀구청,인천광역시 미추홀구경인로268번길 54-1,인천광역시 미추홀구도화1동 523-57,생활방범,1,130,,30,2015-02,032-880-8743,37.4609,126.669,2024-08-01
3918,인천광역시 미추홀구청,인천광역시 미추홀구경인로 216-1,인천광역시 미추홀구도화1동 597-129,생활방범,1,200,,30,2024-06,032-880-8743,37.4631,126.667,2024-08-01
3919,인천광역시 미추홀구청,인천광역시 미추홀구경인로 216-1,인천광역시 미추홀구도화1동 597-129,생활방범,1,500,,30,2024-06,032-880-8743,37.4631,126.667,2024-08-01
3920,인천광역시 미추홀구청,,인천광역시 미추홀구도화1동 597-150,생활방범,1,200,,30,2024-06,032-880-8743,37.4635,126.667,2024-08-01
3921,인천광역시 미추홀구청,,인천광역시 미추홀구도화1동 597-150,생활방범,1,500,,30,2024-06,032-880-8743,37.4635,126.667,2024-08-01
3922,인천광역시 미추홀구청,,인천광역시 미추홀구도화1동 597-155,생활방범,1,130,,30,2015-02,032-880-8743,37.463,126.668,2024-08-01
3923,인천광역시 미추홀구청,,인천광역시 미추홀구도화1동 597-86,생활방범,1,130,,30,2015-02,032-880-8743,37.4639,126.668,2024-08-01
3924,인천광역시 미추홀구청,인천광역시 미추홀구한나루로599번길 10,인천광역시 미추홀구도화1동 440-7,생활방범,1,200,,30,2016-09,032-880-8743,37.4597,126.672,2024-08-01
3925,인천광역시 미추홀구청,인천광역시 미추홀구한나루로599번길 10,인천광역시 미추홀구도화1동 440-7,생활방범,1,200,,30,2022-04,032-880-8743,37.4597,126.672,2024-08-01
3926,인천광역시 미추홀구청,인천광역시 미추홀구한나루로599번길 10,인천광역시 미추홀구도화1동 440-7,생활방범,1,200,,30,2022-04,032-880-8743,37.4597,126.672,2024-08-01
3927,인천광역시 미추홀구청,,인천광역시 미추홀구도화1동 530-1,생활방범,1,200,,30,2016-01,032-880-8743,37.4614,126.67,2024-08-01
3928,인천광역시 미추홀구청,인천광역시 미추홀구수봉북로 35-44,인천광역시 미추홀구도화1동 597-204,생활방범,1,200,,30,2016-01,032-880-8743,37.4602,126.664,2024-08-01
3929,인천광역시 미추홀구청,인천광역시 미추홀구경인로252번안길 48-16,인천광역시 미추홀구도화1동 597-29,생활방범,1,200,,30,2016-01,032-880-8743,37.4618,126.666,2024-08-01
3930,인천광역시 미추홀구청,인천광역시 미추홀구경인로206번길 29,인천광역시 미추홀구도화1동 624-129,생활방범,1,200,,30,2016-01,032-880-8743,37.4637,126.666,2024-08-01
3931,인천광역시 미추홀구청,인천광역시 미추홀구인주대로329번길 22,인천광역시 미추홀구주안2동 1424,생활방범,1,200,,30,2019-12,032-880-8743,37.4531,126.674,2024-08-01
3932,인천광역시 미추홀구청,인천광역시 미추홀구인주대로329번길 22,인천광역시 미추홀구주안2동 1424,생활방범,1,200,,30,2019-12,032-880-8743,37.4531,126.674,2024-08-01
3933,인천광역시 미추홀구청,인천광역시 미추홀구미추홀대로669번길 58,인천광역시 미추홀구주안2동 508-7,생활방범,1,200,,30,2018-06,032-880-8743,37.4574,126.677,2024-08-01
3934,인천광역시 미추홀구청,인천광역시 미추홀구미추홀대로669번길 58,인천광역시 미추홀구주안2동 508-7,생활방범,1,200,,30,2019-12,032-880-8743,37.4574,126.677,2024-08-01
3935,인천광역시 미추홀구청,인천광역시 미추홀구미추홀대로669번길 58,인천광역시 미추홀구주안2동 508-7,생활방범,1,200,,30,2019-12,032-880-8743,37.4574,126.677,2024-08-01
3936,인천광역시 미추홀구청,인천광역시 미추홀구경인북길357번길 1,인천광역시 미추홀구주안2동 588-2,생활방범,1,200,,30,2018-06,032-880-8743,37.4569,126.668,2024-08-01
3937,인천광역시 미추홀구청,인천광역시 미추홀구경인북길357번길 1,인천광역시 미추홀구주안2동 588-2,생활방범,1,200,,30,2019-12,032-880-8743,37.4569,126.668,2024-08-01
3938,인천광역시 미추홀구청,인천광역시 미추홀구경인북길357번길 1,인천광역시 미추홀구주안2동 588-2,생활방범,1,200,,30,2019-12,032-880-8743,37.4569,126.668,2024-08-01
3939,인천광역시 미추홀구청,인천광역시 미추홀구경인로354번길 79,인천광역시 미추홀구주안2동 490-1,생활방범,1,200,,30,2018-06,032-880-8743,37.4551,126.68,2024-08-01
3940,인천광역시 미추홀구청,인천광역시 미추홀구경인로354번길 79,인천광역시 미추홀구주안2동 490-1,생활방범,1,200,,30,2018-06,032-880-8743,37.4551,126.68,2024-08-01
3941,인천광역시 미추홀구청,인천광역시 미추홀구한나루로563번길 16-2,인천광역시 미추홀구주안2동 629-12,생활방범,1,200,,30,2014-11,032-880-8743,37.4567,126.67,2024-08-01
3942,인천광역시 미추홀구청,인천광역시 미추홀구경인북길 369,인천광역시 미추홀구주안2동 593-11,생활방범,1,200,,30,2014-11,032-880-8743,37.4572,126.668,2024-08-01
3943,인천광역시 미추홀구청,인천광역시 미추홀구한나루로516번길 28,인천광역시 미추홀구주안2동 718-10,생활방범,1,200,,30,2020-06,032-880-8743,37.4528,126.67,2024-08-01
3944,인천광역시 미추홀구청,인천광역시 미추홀구남주길147번길 21,인천광역시 미추홀구주안2동 545-47,생활방범,1,200,,30,2018-12,032-880-8743,37.455,126.678,2024-08-01
3945,인천광역시 미추홀구청,인천광역시 미추홀구제일로40번길 77,인천광역시 미추홀구주안2동 556-39,생활방범,1,200,,30,2014-11,032-880-8743,37.4552,126.675,2024-08-01
3946,인천광역시 미추홀구청,인천광역시 미추홀구경인남길102번길 111-6,인천광역시 미추홀구용현1.4동 67-6,생활방범,1,500,,30,2023-04,032-880-8743,37.4511,126.664,2024-08-01
3947,인천광역시 미추홀구청,인천광역시 미추홀구낙섬동로28,인천광역시 미추홀구용현5동 627-38,생활방범,1,500,,30,2023-04,032-880-8743,37.4491,126.641,2024-08-01
3948,인천광역시 미추홀구청,,인천광역시 미추홀구용현5동 627-509,생활방범,1,200,,30,2023-11,032-880-8743,37.4462,126.642,2024-08-01
3949,인천광역시 미추홀구청,,인천광역시 미추홀구용현5동 627-509,생활방범,1,200,,30,2023-11,032-880-8743,37.4466,126.642,2024-08-01
3950,인천광역시 미추홀구청,,인천광역시 미추홀구용현5동 627-509,생활방범,1,200,,30,2023-11,032-880-8743,37.4462,126.643,2024-08-01
3951,인천광역시 미추홀구청,인천광역시 미추홀구낙섬서로18번길 26,인천광역시 미추홀구용현5동 627-248,생활방범,1,200,,30,2023-11,032-880-8743,37.4506,126.636,2024-08-01
3952,인천광역시 미추홀구청,인천광역시 미추홀구낙섬서로18번길 26,인천광역시 미추홀구용현5동 627-248,생활방범,1,500,,30,2023-11,032-880-8743,37.4506,126.636,2024-08-01
3953,인천광역시 미추홀구청,,인천광역시 미추홀구용현5동 627-614,생활방범,1,200,,30,2023-04,032-880-8743,37.4441,126.644,2024-08-01
3954,인천광역시 미추홀구청,,인천광역시 미추홀구용현5동 627-614,생활방범,1,500,,30,2023-04,032-880-8743,37.4441,126.644,2024-08-01
3955,인천광역시 미추홀구청,,인천광역시 미추홀구용현5동 627-614,생활방범,1,500,,30,2023-04,032-880-8743,37.4441,126.644,2024-08-01
3956,인천광역시 미추홀구청,,인천광역시 미추홀구용현5동 627-614,생활방범,1,200,,30,2023-04,032-880-8743,37.4457,126.644,2024-08-01
3957,인천광역시 미추홀구청,,인천광역시 미추홀구용현5동 627-615,생활방범,1,500,,30,2023-04,032-880-8743,37.4457,126.644,2024-08-01
3958,인천광역시 미추홀구청,,인천광역시 미추홀구용현5동 627-616,생활방범,1,500,,30,2023-04,032-880-8743,37.4457,126.644,2024-08-01
3959,인천광역시 미추홀구청,인천광역시 미추홀구매소홀로401번길 1,인천광역시 미추홀구학익1동 227-9,생활방범,1,200,,30,2018-12,032-880-8743,37.4403,126.667,2024-08-01
3960,인천광역시 미추홀구청,인천광역시 미추홀구매소홀로401번길 1,인천광역시 미추홀구학익1동 227-9,생활방범,1,41,,30,2009-02,032-880-8743,37.4403,126.667,2024-08-01
3961,인천광역시 미추홀구청,인천광역시 미추홀구한나루로357번길 63-66,인천광역시 미추홀구학익1동 706-12,생활방범,1,200,,30,2018-12,032-880-8743,37.439,126.658,2024-08-01
3962,인천광역시 미추홀구청,인천광역시 미추홀구한나루로357번길 63-66,인천광역시 미추홀구학익1동 706-12,생활방범,1,41,,30,2009-02,032-880-8743,37.439,126.658,2024-08-01
3963,인천광역시 미추홀구청,인천광역시 미추홀구한나루로357번길 168,인천광역시 미추홀구학익1동 713-4,어린이보호,1,200,,30,2019-06,032-880-8743,37.4379,126.654,2024-08-01
3964,인천광역시 미추홀구청,인천광역시 미추홀구한나루로403번길 46,인천광역시 미추홀구학익1동 422-27,생활방범,1,200,,30,2020-11,032-880-8743,37.4443,126.663,2024-08-01
3965,인천광역시 미추홀구청,인천광역시 미추홀구한나루로403번길 46,인천광역시 미추홀구학익1동 422-27,생활방범,1,200,,30,2020-11,032-880-8743,37.4443,126.663,2024-08-01
3966,인천광역시 미추홀구청,,인천광역시 미추홀구학익1동 686-11,생활방범,1,200,,30,2020-11,032-880-8743,37.4385,126.668,2024-08-01
